name,wert
BETA0,0.28348919716170906
BETA1,0.5303050901949988
BETA2,0.1558083464249348
BETA3,0.2626479658147883
BETA4,0.49830663315324464
BETA5,0.5910726341856423
BETA6,0.4835235794392977
BETA7,0.3257905988907063
BETA8,0.34171871050049213
BETA9,0.29914998866180814
BETA10,0.413443176230305
BETA11,0.7495091768143146
BETA12,0.41528583908447037
BETA13,0.4917169761220374
BETA14,0.1618780289491042
BETA15,0.45016455928792115
BETA16,0.6511673317020872
BETA17,0.47062288340672287
BETA18,0.21979753398575225
BETA19,0.056996638941291616
BETA20,0.3883327215995639
BETA21,0.07362209433449399
BETA22,0.09103625097440446
BETA23,0.26428395255384773
BETA24,0.09032548243426382
BETA25,0.26248626913062295
BETA26,0.2784161315472322
BETA27,0.1910789806116917
BETA28,0.35916427770965037
BETA29,0.5206607957587902
BETA30,0.6808642437879047
BETA31,0.5119640589940355
BETA32,0.30911688398184384
BETA33,0.6081318882057026
BETA34,0.2954825851399501
BETA35,0.5153285211268057
BETA36,0.3308890896360245
BETA37,0.4762288738719133
BETA38,0.2628041930683265
BETA39,0.4523376320759143
BETA40,0.259836964750633
BETA41,0.3732636901188226
BETA42,0.3279119781911203
BETA43,0.3652590165328843
BETA44,0.3243235235554158
BETA45,0.37520244180385653
BETA46,0.4301409863435854
BETA47,0.5032751201803343
BETA48,0.531002158796048
BETA49,0.037956215799746715
BETA50,0.45026567920874494
BETA51,0.5694883668260474
BETA52,0.32616436910862145
BETA53,0.2776247537122535
BETA54,0.26492379636107805
BETA55,0.3103180727594077
BETA56,0.5187963091796182
BETA57,0.16878600378109718
BETA58,0.5618834345796141
BETA59,0.6009547633953096
BETA60,0.39070433518540326
BETA61,0.39597812630911294
BETA62,0.6061697142598518
BETA63,0.22956624459633515
BETA64,0.4234832691613662
BETA65,0.6211781898838066
BETA66,0.41756217654325095
BETA67,0.4399742250210568
BETA68,0.28467298969945154
BETA69,0.030278948242229563
BETA70,0.16012513936963763
BETA71,0.1062496106985966
BETA72,0.12874540674669605
BETA73,0.11217518042463227
BETA74,0.04817177265531049
BETA75,0.26514488998666086
BETA76,0.06562096225281439
BETA77,0.5526306091436974
BETA78,0.2204123771849774
BETA79,0.3320982571169003
BETA80,0.49328273057107436
BETA81,0.250586508440123
BETA82,0.5358606231188414
BETA83,0.21049708030108347
BETA84,0.5026375808003645
BETA85,0.3571421493336022
BETA86,0.39974207476615015
BETA87,0.15639156630429932
BETA88,0.20279327890110607
BETA89,0.30575011724831264
BETA90,0.331850255978448
BETA91,0.2924316646511105
BETA92,0.3428825790143624
BETA93,0.33269384844189537
BETA94,0.06384581628179395
BETA95,0.25247786382221693
BETA96,0.4130468790375126
BETA97,0.49187489661478156
BETA98,0.3678101493518133
BETA99,0.2786500124602608
BETA100,0.2918414303957154
BETA101,0.335906345845424
BETA102,0.22064484365390138
BETA103,0.3124724850372907
BETA104,0.3006713353537474
BETA105,0.15605243521240503
BETA106,0.20108256212708991
BETA107,0.06979939929164326
BETA108,0.5416943897878954
BETA109,0.39619566947881973
BETA110,0.18375428514327485
BETA111,0.03107631406555316
BETA112,0.1569485450992411
BETA113,0.18045000133772754
BETA114,0.28520850269802556
BETA115,0.2864369695760557
BETA116,0.40589119519378436
BETA117,0.23029476634614998
BETA118,0.09177792110071688
BETA119,0.25243165392186007
BETA120,0.26656422531355717
BETA121,0.08608401232355141
BETA122,0.31957629765609263
BETA123,0.40701094138050864
BETA124,0.10694549077966858
BETA125,0.3456147613886023
BETA126,0.39636150289043354
BETA127,0.3942303691370358
BETA128,0.20937250943401162
BETA129,0.3644818461872846
BETA130,0.08874752096842939
BETA131,0.045461381238295774
BETA132,0.1644678512612565
BETA133,0.3521876293362403
BETA134,0.2802360414377588
BETA135,0.1505471287883766
BETA136,0.30539325027553355
BETA137,0.3738495308972006
BETA138,0.6062023878186347
BETA139,0.13148752569309488
BETA140,0.6002644939018293
BETA141,0.17107136160088735
BETA142,0.4917987394191829
BETA143,0.29928367671467215
BETA144,0.14144431955289638
BETA145,0.13948278751585888
BETA146,0.36781859691277896
BETA147,0.5838112890799034
BETA148,0.25161563993178515
BETA149,0.20073093559717947
BETA150,0.5710400595839359
BETA151,0.4230610756492448
BETA152,0.38896203790612677
BETA153,0.43919895217190336
BETA154,0.5909954542638846
BETA155,0.31707822702780336
BETA156,0.12434950559611366
BETA157,0.3500789627314156
BETA158,0.12830808301645322
BETA159,0.22264478351399236
BETA160,0.09252455009691184
BETA161,0.40432850567012824
BETA162,0.08860047590453944
BETA163,0.32291244592052737
BETA164,0.044403609545923456
BETA165,0.0997646854614447
BETA166,0.4830706300249189
BETA167,0.6830319083193653
BETA168,0.15900219755348374
