wert,name
0.0795951389513071,NORMAL0
0.9652328601324883,NORMAL1
0.5358362998239379,NORMAL2
0.7101048479326704,NORMAL3
0.9301820924377195,NORMAL4
0.995168721415504,NORMAL5
0.4880919930723303,NORMAL6
0.7600317949662956,NORMAL7
0.3259343074125285,NORMAL8
0.08750447784421178,NORMAL9
0.6093574978058339,NORMAL10
0.013539468583721681,NORMAL11
0.9016604807260404,NORMAL12
0.36767089142327747,NORMAL13
0.2824367058231544,NORMAL14
0.2944434516975435,NORMAL15
0.9418587287831321,NORMAL16
0.7458622660999763,NORMAL17
0.2614827096921878,NORMAL18
0.9737771547076387,NORMAL19
0.5965946738604962,NORMAL20
0.41907642931143385,NORMAL21
0.2612060221396506,NORMAL22
0.39644243507432964,NORMAL23
0.7345894195631621,NORMAL24
0.7411454031170509,NORMAL25
0.7226515175401058,NORMAL26
0.8357176513935507,NORMAL27
0.8523333976074199,NORMAL28
0.8147710380618304,NORMAL29
0.41270188979914346,NORMAL30
0.10933224239302497,NORMAL31
0.9167170286947396,NORMAL32
0.03691279004775816,NORMAL33
0.8119207565699815,NORMAL34
0.15575635897301132,NORMAL35
0.2523509962652484,NORMAL36
0.6615489944273697,NORMAL37
0.15236757167286097,NORMAL38
0.10763522970433292,NORMAL39
0.4437377435443193,NORMAL40
0.1550992160283874,NORMAL41
0.12091256053829691,NORMAL42
0.06292071863775239,NORMAL43
0.19445133727233666,NORMAL44
0.01201122658204179,NORMAL45
0.4232449375079359,NORMAL46
0.13246597977212815,NORMAL47
0.5944914329207335,NORMAL48
0.3766688527530041,NORMAL49
0.18486401775915318,NORMAL50
0.43137871056709554,NORMAL51
0.2715387747536241,NORMAL52
0.6195361931978788,NORMAL53
0.03146542988041656,NORMAL54
0.3011176510710716,NORMAL55
0.24078815478455506,NORMAL56
0.2950464132300713,NORMAL57
0.7726353816427071,NORMAL58
0.8313420961925033,NORMAL59
0.41443795807375594,NORMAL60
0.266970701256543,NORMAL61
0.07138038818557468,NORMAL62
0.2919196574693832,NORMAL63
0.7995911425481113,NORMAL64
0.33750672927155445,NORMAL65
0.09320421119243394,NORMAL66
0.9480313839953018,NORMAL67
0.849183808676714,NORMAL68
0.2992813708243206,NORMAL69
0.5457481681569835,NORMAL70
0.9729635222554234,NORMAL71
0.09085398803557121,NORMAL72
0.9223836928710907,NORMAL73
0.06968955112828512,NORMAL74
0.7178189357683586,NORMAL75
0.012981300593653322,NORMAL76
0.6883243294075132,NORMAL77
0.2128253162905699,NORMAL78
0.0142520698114178,NORMAL79
0.5980171159138827,NORMAL80
0.3210588032201661,NORMAL81
0.9999326023964517,NORMAL82
0.5006041743259838,NORMAL83
0.9243516819954418,NORMAL84
0.7768930674408653,NORMAL85
0.9058679440387544,NORMAL86
0.06572452127473727,NORMAL87
0.005344256282897697,NORMAL88
0.39170164953438247,NORMAL89
0.6452864696114452,NORMAL90
0.044567032394467576,NORMAL91
0.48064380517191085,NORMAL92
0.9128074544839218,NORMAL93
0.8861349990599019,NORMAL94
0.6513094119019479,NORMAL95
0.18500969179350624,NORMAL96
0.9386114532077767,NORMAL97
0.7972204015913756,NORMAL98
0.5775081317484804,NORMAL99
0.15274001500005008,NORMAL100
0.013059690046051786,NORMAL101
0.1211262251374764,NORMAL102
0.18034016445175516,NORMAL103
0.4497618329498182,NORMAL104
0.6248791136524849,NORMAL105
0.4573848850410802,NORMAL106
0.5162878007264705,NORMAL107
0.25352527280954495,NORMAL108
0.009746063203578959,NORMAL109
0.3299974237929324,NORMAL110
0.23423727622614743,NORMAL111
0.5808637191142232,NORMAL112
0.7545515134987744,NORMAL113
0.756505693989237,NORMAL114
0.9616377069740352,NORMAL115
0.5209230069115891,NORMAL116
0.38215531858480045,NORMAL117
0.012527221455968518,NORMAL118
0.7619835929203403,NORMAL119
0.9552342254288726,NORMAL120
0.2818105868332117,NORMAL121
0.5078829395992337,NORMAL122
0.672908643861501,NORMAL123
0.9375658916893328,NORMAL124
0.532029893781147,NORMAL125
0.6374114711134757,NORMAL126
0.3670080585801796,NORMAL127
0.19373166881694903,NORMAL128
0.15192027953693077,NORMAL129
0.5138483998128541,NORMAL130
0.11319729845049253,NORMAL131
0.7447820131992876,NORMAL132
0.6868153734977378,NORMAL133
0.9920245906710295,NORMAL134
0.7613790349297516,NORMAL135
0.8382631231095339,NORMAL136
0.47103590539543627,NORMAL137
0.6914718357120095,NORMAL138
0.8912424621419284,NORMAL139
0.9290560959930941,NORMAL140
0.09215702626374767,NORMAL141
0.5584867857361792,NORMAL142
0.17791463313256284,NORMAL143
0.9032244771961507,NORMAL144
0.4882059962309848,NORMAL145
0.31847393335953145,NORMAL146
0.5423061429465952,NORMAL147
0.5904828510990727,NORMAL148
0.7853445185283577,NORMAL149
0.5025595913170539,NORMAL150
0.20329444494171656,NORMAL151
0.9321719572735283,NORMAL152
0.28578372044155154,NORMAL153
0.9986493066941643,NORMAL154
0.7726174811249209,NORMAL155
0.5709636462904115,NORMAL156
0.684157133324844,NORMAL157
0.959142592087113,NORMAL158
0.1321315298884559,NORMAL159
0.9142040884923537,NORMAL160
0.47102714571967574,NORMAL161
0.9156931767987908,NORMAL162
0.4268514082019954,NORMAL163
0.8411961220683879,NORMAL164
0.6997609883270262,NORMAL165
0.7188966175455176,NORMAL166
0.4852022398657244,NORMAL167
0.8460762174324638,NORMAL168
0.1211854438036215,NORMAL169
0.15595794343023572,NORMAL170
0.2521102659194312,NORMAL171
0.896752000130157,NORMAL172
0.5773164225407779,NORMAL173
0.6702024360087313,NORMAL174
0.163063081242387,NORMAL175
0.6515019225056895,NORMAL176
0.7460691046397127,NORMAL177
0.7481457142863693,NORMAL178
0.4693091149379054,NORMAL179
0.13646641268070903,NORMAL180
0.77892132063288,NORMAL181
0.6905031660346981,NORMAL182
0.20041770273982995,NORMAL183
0.6500357185874464,NORMAL184
0.7477695879956106,NORMAL185
0.28002586683506603,NORMAL186
0.7179305518648488,NORMAL187
0.23122051018103318,NORMAL188
0.47305126191050995,NORMAL189
0.3883822701193629,NORMAL190
0.008323941363279741,NORMAL191
0.9039176680474054,NORMAL192
0.6691929120084508,NORMAL193
0.8663477705881012,NORMAL194
0.39872509175024906,NORMAL195
0.44761263896442693,NORMAL196
0.08963384969918242,NORMAL197
0.41763356379461103,NORMAL198
0.1554314696169269,NORMAL199
0.4012382769500802,NORMAL200
0.997103123311032,NORMAL201
0.6976365308372348,NORMAL202
0.9694367901914166,NORMAL203
0.37647186687471057,NORMAL204
0.8163737362780945,NORMAL205
0.3400797603272214,NORMAL206
0.15794878161517345,NORMAL207
0.05159920183918798,NORMAL208
0.3081785857563861,NORMAL209
0.2952087362704753,NORMAL210
0.6301516894045224,NORMAL211
0.04653203532653083,NORMAL212
0.582525532988537,NORMAL213
0.7126243697310775,NORMAL214
