name,wert
LOGNORM0,66.62490989307503
LOGNORM1,16.544135674149242
LOGNORM2,3.4227413027158575
LOGNORM3,14.156127640863687
LOGNORM4,9.532725136007148
LOGNORM5,33.13765574569412
LOGNORM6,27.462437011635046
LOGNORM7,13.924892821492955
LOGNORM8,7.8151964173055894
LOGNORM9,3.3070400556509334
LOGNORM10,7.647234587667732
LOGNORM11,24.319819889005093
LOGNORM12,38.00566219752275
LOGNORM13,6.035300949146625
LOGNORM14,12.347017063904818
LOGNORM15,141.26817757442552
LOGNORM16,41.06609925658973
LOGNORM17,37.08937452859081
LOGNORM18,25.48204070885834
LOGNORM19,12.332225566182688
LOGNORM20,8.647039340706932
LOGNORM21,31.354024788752977
LOGNORM22,10.722871554147522
LOGNORM23,36.378761578916105
LOGNORM24,148.82310401609888
