name,wert
BETA0,0.009716007254246553
BETA1,0.3576416485973027
BETA2,0.13293677431521952
BETA3,0.3174588852444233
BETA4,0.4281052516836573
BETA5,0.4277329371252181
BETA6,0.5597671444352361
BETA7,0.09885608698748423
BETA8,0.3813870907787579
BETA9,0.604995246399655
BETA10,0.18105234621879623
BETA11,0.35335228972013244
BETA12,0.30242766626461937
BETA13,0.5458182505866593
BETA14,0.07537180704781922
BETA15,0.20475353918099848
BETA16,0.21980528166804858
BETA17,0.8634677831970428
BETA18,0.35628145259971594
BETA19,0.1482284548616058
BETA20,0.6589803353727575
BETA21,0.4406563685622814
BETA22,0.24037210715832735
