name,wert
NORMAL0,0.29018181363274387
NORMAL1,0.2502476197745269
NORMAL2,0.613566600115159
NORMAL3,0.7238391642038667
NORMAL4,0.5977015980421816
NORMAL5,0.35862574765474964
NORMAL6,0.1607587918390292
NORMAL7,0.6066652406703137
NORMAL8,0.14300244566089493
NORMAL9,0.4632232442595535
NORMAL10,0.7482656147031098
NORMAL11,0.7548887940637453
NORMAL12,0.7992931381691195
NORMAL13,0.4870768094265734
NORMAL14,0.49618570155967745
NORMAL15,0.44634297658036615
NORMAL16,0.6549301555039495
NORMAL17,0.026482927366917264
NORMAL18,0.6622775014330248
NORMAL19,0.5288855975385873
NORMAL20,0.9533676813963358
NORMAL21,0.8932787532500608
NORMAL22,0.8986454812934533
NORMAL23,0.9015831630690708
NORMAL24,0.5996126646939558
