wert,name
0.4259673079599618,BETA0
0.35036935100314015,BETA1
0.014690241760120317,BETA2
0.13295305933210222,BETA3
0.3545187604241378,BETA4
0.41971801578450985,BETA5
0.43701717419500946,BETA6
0.11694082419995507,BETA7
0.4209454522467305,BETA8
0.26511818154046346,BETA9
0.3233279868246191,BETA10
0.4820905945859644,BETA11
0.1172963828805942,BETA12
0.42981838296952557,BETA13
0.19399786198210642,BETA14
0.44295926690941145,BETA15
0.4160584611656197,BETA16
0.21116073726859985,BETA17
0.27195864237667317,BETA18
0.3520476386868467,BETA19
0.29411179000991866,BETA20
0.356447348853591,BETA21
0.2245216260033625,BETA22
0.3097116986650223,BETA23
0.7208097046373242,BETA24
0.39923585142027196,BETA25
0.6024040961369981,BETA26
0.3432994616008839,BETA27
0.21949858164751215,BETA28
0.42278974585596435,BETA29
0.18203586490298504,BETA30
0.3284181855462039,BETA31
0.24219266786979574,BETA32
0.077724840699523,BETA33
0.3266872104475704,BETA34
0.48707168859486266,BETA35
0.36592890839052833,BETA36
0.1888821763608723,BETA37
0.07702621190248264,BETA38
0.215103539323378,BETA39
0.2346853701172792,BETA40
0.5885396657335312,BETA41
0.5852348487759479,BETA42
0.3556980972611281,BETA43
0.30080079195392956,BETA44
0.12596593896476538,BETA45
0.14228332457976628,BETA46
0.6408964312215122,BETA47
0.4681439462066882,BETA48
0.5723065026439881,BETA49
0.2396112016350183,BETA50
0.09610666731081376,BETA51
0.058484699632324506,BETA52
0.17960890927082604,BETA53
0.5141084359407413,BETA54
0.40380206361779813,BETA55
0.2541093157660633,BETA56
0.5622375321103378,BETA57
0.3891178671386611,BETA58
0.024609421586325696,BETA59
0.152182900915873,BETA60
0.3830250271780736,BETA61
0.2521842063383178,BETA62
0.4417832621664815,BETA63
0.3418181754599687,BETA64
0.32242374534103063,BETA65
0.41366524295931384,BETA66
0.29306597330581974,BETA67
0.3285332168381056,BETA68
0.7358653983301833,BETA69
0.1084735493177006,BETA70
0.19981309113582335,BETA71
0.5917082034576404,BETA72
0.30452524974328743,BETA73
0.47601452314191156,BETA74
0.08068492942922523,BETA75
0.2374441375557048,BETA76
0.4113778230818705,BETA77
0.0644625987183034,BETA78
0.28922517952743854,BETA79
0.15858728459909394,BETA80
0.05728046053076082,BETA81
0.2721908775267619,BETA82
0.3904534452422413,BETA83
0.502401226302218,BETA84
0.49227315724790605,BETA85
0.48669310061641596,BETA86
0.3646034471634213,BETA87
0.16029593167002393,BETA88
0.6416130793178934,BETA89
0.11252468505536216,BETA90
0.3339899740600135,BETA91
0.47952903541357833,BETA92
0.4910110253627575,BETA93
0.420371619826277,BETA94
0.35525653609774765,BETA95
0.212684785911946,BETA96
0.28829490280466424,BETA97
0.1701501704350297,BETA98
0.33591072647213854,BETA99
0.5782240467183937,BETA100
0.10652242006941126,BETA101
0.6418804480851608,BETA102
0.1480719443486784,BETA103
0.3215183678572344,BETA104
0.09888041559515325,BETA105
0.23684263016588192,BETA106
0.2587650758097508,BETA107
0.706669892829066,BETA108
0.2765969173965426,BETA109
0.0840426568635576,BETA110
0.1930105412478534,BETA111
0.4479892088658283,BETA112
0.2904186875058858,BETA113
0.3482703275405294,BETA114
0.6224693550809048,BETA115
0.47863316511934745,BETA116
0.31370194992789235,BETA117
0.600084287051786,BETA118
0.3030755542179552,BETA119
0.41602912046113877,BETA120
0.26204990290325586,BETA121
0.18635853046692136,BETA122
0.2201122881921589,BETA123
0.31287654199148957,BETA124
0.28659826716714626,BETA125
0.4552291280687963,BETA126
0.14172098625966667,BETA127
0.06761658225379415,BETA128
0.5761258329397763,BETA129
0.31939261833341664,BETA130
0.6802245744643928,BETA131
0.36725640827172334,BETA132
0.06398583516526149,BETA133
0.4418500782086255,BETA134
0.8287717196461857,BETA135
0.13065395818766073,BETA136
0.2337738906195611,BETA137
0.1292749234532911,BETA138
0.42893620064163507,BETA139
0.6563484150868147,BETA140
0.7627949436875106,BETA141
0.3327993296739941,BETA142
0.3974523822113999,BETA143
0.36574545017990123,BETA144
0.30298805752078134,BETA145
0.29515485561610527,BETA146
0.09793252453613642,BETA147
0.4864542544389768,BETA148
0.20119078600223972,BETA149
0.4228934856081759,BETA150
0.5197267312319369,BETA151
0.13529568419157872,BETA152
0.11573544234313163,BETA153
0.4556452964304591,BETA154
0.17830507176253554,BETA155
0.235579591983229,BETA156
0.3641923602724093,BETA157
0.048067602639650375,BETA158
0.14917634974486874,BETA159
0.41727445024731596,BETA160
0.14884968133771637,BETA161
0.11900985469958107,BETA162
0.17187831304152973,BETA163
0.46783519654776745,BETA164
0.07892081733971987,BETA165
0.20914676277205696,BETA166
0.47225530500788493,BETA167
0.6153388972823419,BETA168
0.33062622469637015,BETA169
0.27070415536394826,BETA170
0.06564686634992117,BETA171
0.16988841554872672,BETA172
0.3359997038560155,BETA173
0.3901935150067061,BETA174
0.04781498258622462,BETA175
0.041531729849046614,BETA176
0.6877442109231957,BETA177
0.12313489342755814,BETA178
