name,wert
LOGNORM0,14.799701456035091
LOGNORM1,32.282481574022206
LOGNORM2,62.93514244438932
LOGNORM3,13.910470451507981
LOGNORM4,22.60934206078867
LOGNORM5,33.183872739476485
LOGNORM6,64.71001519211426
LOGNORM7,8.733525003499068
LOGNORM8,87.74436476270019
LOGNORM9,29.2135043952777
LOGNORM10,7.5289526038949806
LOGNORM11,34.06706409038549
LOGNORM12,110.57152170111051
LOGNORM13,11.315599544048085
LOGNORM14,5.708444691791294
LOGNORM15,18.747421644405854
LOGNORM16,5.8859645827552916
LOGNORM17,113.28583406657945
LOGNORM18,20.81881793008017
LOGNORM19,10.534951001910256
