name,wert
BETA0,0.5758227119690948
BETA1,0.304724804823146
BETA2,0.32423933088571205
BETA3,0.29410027468511785
BETA4,0.4673876381708467
BETA5,0.5733650262685017
BETA6,0.307013987413736
BETA7,0.3719085106347373
BETA8,0.48754182597383006
BETA9,0.44358907060507563
BETA10,0.13729642209545403
BETA11,0.5602109447847765
BETA12,0.3426582496456888
BETA13,0.07364205947047842
BETA14,0.4914391840171389
BETA15,0.3483952631706456
BETA16,0.37167677310545866
BETA17,0.2780322082663509
BETA18,0.3336813055009126
BETA19,0.6671848786348389
BETA20,0.3610511058321258
BETA21,0.23366174829782418
BETA22,0.22563471287878217
BETA23,0.15775622844175716
