name,wert
BETA0,0.6629670467139392
BETA1,0.35088889355189956
BETA2,0.17770266609519747
BETA3,0.11797835947037676
BETA4,0.24366538205160598
BETA5,0.47952959615575846
BETA6,0.588199963974498
BETA7,0.3087945498651966
BETA8,0.09517768515009706
BETA9,0.2664104194748846
BETA10,0.23110595058196956
BETA11,0.5047189878069788
BETA12,0.18251291017264176
BETA13,0.2132701423488321
BETA14,0.3598091527488034
BETA15,0.4185229460746148
BETA16,0.23085496559470037
BETA17,0.37687403878264847
BETA18,0.3729739881512483
BETA19,0.4612613010921662
BETA20,0.0715505940468636
BETA21,0.29547174229482254
BETA22,0.5399901841117087
BETA23,0.21714145953899747
BETA24,0.17735929654254384
