name,wert
LOGNORM0,7.415913437549513
LOGNORM1,11.478179153635416
LOGNORM2,23.9881135399263
LOGNORM3,38.26695059334601
LOGNORM4,24.35395099516216
LOGNORM5,30.26266632801774
LOGNORM6,131.8432140275635
LOGNORM7,26.951752443680583
LOGNORM8,33.00545111114592
LOGNORM9,80.43687994775394
LOGNORM10,12.044826601117105
LOGNORM11,10.903128717759996
LOGNORM12,102.47611361123603
LOGNORM13,6.10200674409694
LOGNORM14,5.992770895322682
LOGNORM15,7.261734984308595
LOGNORM16,5.663941748804993
LOGNORM17,7.232602908312708
LOGNORM18,6.040753608059048
LOGNORM19,115.89990229701854
LOGNORM20,5.963261851270437
