name,wert
NORMAL0,0.0696597678618649
NORMAL1,0.7073496497195498
NORMAL2,0.5500169777156017
NORMAL3,0.2738894074904029
NORMAL4,0.25624875331538777
NORMAL5,0.546065983713969
NORMAL6,0.0749222380317135
NORMAL7,0.457893228907575
NORMAL8,0.1353041342332464
NORMAL9,0.15099456049145854
NORMAL10,0.2492602436747402
NORMAL11,0.9958490465282327
NORMAL12,0.2733059088925802
NORMAL13,0.2575455745931404
NORMAL14,0.22027329034385623
NORMAL15,0.16418053376015673
NORMAL16,0.9810047751181539
NORMAL17,0.48386651543050485
