name,wert
NORMAL0,0.10242269846323993
NORMAL1,0.8731900174408296
NORMAL2,0.8220255845791569
NORMAL3,0.5652166526131006
NORMAL4,0.34630114490800146
NORMAL5,0.6907179037033473
NORMAL6,0.2960415244105329
NORMAL7,0.4586338933137153
NORMAL8,0.5880701155992499
NORMAL9,0.3689605564771933
NORMAL10,0.7910338864796261
NORMAL11,0.5387732727743467
NORMAL12,0.23680110425893797
NORMAL13,0.5579117556162322
NORMAL14,0.7135733996298527
NORMAL15,0.35297640368869054
NORMAL16,0.7307823882565765
NORMAL17,0.6587060954496826
NORMAL18,0.01240948867064251
NORMAL19,0.47643490216856876
NORMAL20,0.5214175851481092
NORMAL21,0.012399345207462997
NORMAL22,0.5872963455382253
