name,wert
BETA0,0.09838522692834313
BETA1,0.17038312931995658
BETA2,0.26431901610038416
BETA3,0.5664201386250313
BETA4,0.1593791932564552
BETA5,0.4525478081275843
BETA6,0.2604216832155244
BETA7,0.3183397255252437
BETA8,0.3774151925638316
BETA9,0.44035882402145854
BETA10,0.39030066793009005
BETA11,0.28075825786115466
BETA12,0.3817382654959134
BETA13,0.5211910815477511
BETA14,0.39345168904097577
BETA15,0.2922274570304729
BETA16,0.09188300014153888
BETA17,0.667921284893568
BETA18,0.31871720176298335
BETA19,0.30684594078012023
BETA20,0.29299829708486785
