wert,name
0.5331115009372045,NORMAL0
0.9370436070420645,NORMAL1
0.2779726488025799,NORMAL2
0.807379471558735,NORMAL3
0.06761795744706456,NORMAL4
0.11982572225834054,NORMAL5
0.24912422034697945,NORMAL6
0.29527465717652823,NORMAL7
0.8461396023645712,NORMAL8
0.21273556062574595,NORMAL9
0.3053562783826351,NORMAL10
0.611822454817899,NORMAL11
0.3930215430162287,NORMAL12
0.29549315034674073,NORMAL13
0.009984030649996312,NORMAL14
0.09187880784830993,NORMAL15
0.1974034904722709,NORMAL16
0.08140088894168351,NORMAL17
0.6146524174676754,NORMAL18
0.36740777203705066,NORMAL19
0.7051068462590296,NORMAL20
0.22320141404859672,NORMAL21
