name,wert
NORMAL0,0.7706491375595926
NORMAL1,0.10864081253171498
NORMAL2,0.3592174259182822
NORMAL3,0.7705430543959814
NORMAL4,0.3427742717484721
NORMAL5,0.9314231414206912
NORMAL6,0.22900038245427756
NORMAL7,0.022732792113772438
NORMAL8,0.4365263457912706
NORMAL9,0.9851773738848133
NORMAL10,0.5348429918852254
NORMAL11,0.08860629668217435
NORMAL12,0.918931480816294
NORMAL13,0.26171635656233316
NORMAL14,0.8954142284840603
NORMAL15,0.415281585196283
NORMAL16,0.5939347248267834
NORMAL17,0.6187041748857002
NORMAL18,0.15566469712942255
NORMAL19,0.8206402841919116
NORMAL20,0.9418824064340334
NORMAL21,0.516471598431959
NORMAL22,0.8727151995780387
NORMAL23,0.3779172527814352
