name,wert
LOGNORM0,26.494472943128034
LOGNORM1,12.69921985854932
LOGNORM2,27.875515989212857
LOGNORM3,24.60904095188972
LOGNORM4,10.645246117826243
LOGNORM5,25.49539778928256
LOGNORM6,28.35603748856828
LOGNORM7,57.61563810160985
LOGNORM8,60.15425867747989
LOGNORM9,42.778344349719106
LOGNORM10,30.103977993377864
LOGNORM11,10.268993994994801
LOGNORM12,161.09734828460108
LOGNORM13,41.60122422067048
LOGNORM14,8.050794048002025
LOGNORM15,30.689632932431053
LOGNORM16,5.490890140926521
LOGNORM17,62.84849067455102
LOGNORM18,27.21279240762254
LOGNORM19,9.004377870005904
LOGNORM20,5.173681570830092
LOGNORM21,5.351567222396936
LOGNORM22,130.15175858776496
LOGNORM23,18.74754788261436
LOGNORM24,41.21198080931812
LOGNORM25,65.77472165152822
LOGNORM26,38.45550162120163
LOGNORM27,26.184312674596075
LOGNORM28,10.590504271148728
LOGNORM29,24.17858717835772
LOGNORM30,18.46604895157116
LOGNORM31,37.655998795962404
LOGNORM32,41.58491036630908
LOGNORM33,17.79348192470905
LOGNORM34,4.705576997739533
LOGNORM35,27.184978311527058
LOGNORM36,17.466292319533405
LOGNORM37,25.55446296278207
LOGNORM38,7.990623681976099
LOGNORM39,24.21746800122668
LOGNORM40,46.59989541929766
LOGNORM41,36.57402738021336
LOGNORM42,77.29696064687485
LOGNORM43,8.945712310477694
LOGNORM44,35.85273355607394
LOGNORM45,12.55020404462427
LOGNORM46,43.86017052569967
LOGNORM47,17.703056633691578
LOGNORM48,114.55778697892342
LOGNORM49,129.12643030023656
LOGNORM50,19.549003346382825
LOGNORM51,6.82521863786215
LOGNORM52,36.22726132363735
LOGNORM53,1.0573367034376833
LOGNORM54,7.057258850095292
LOGNORM55,69.06278949671966
LOGNORM56,6.187514786882349
LOGNORM57,31.647504307781922
LOGNORM58,187.01876360419647
LOGNORM59,5.612942718656203
LOGNORM60,35.892184220359944
LOGNORM61,15.470400804402255
LOGNORM62,73.1776757356755
LOGNORM63,6.817414634953977
LOGNORM64,9.629496244861656
LOGNORM65,92.11072236102589
LOGNORM66,5.9721777676956105
LOGNORM67,12.292174325891843
LOGNORM68,5.540062199496099
LOGNORM69,83.78251374255669
LOGNORM70,8.386764440786934
LOGNORM71,27.227186407976294
LOGNORM72,14.669496549623075
LOGNORM73,5.752041004711426
LOGNORM74,40.87806415418184
LOGNORM75,7.314685204836908
LOGNORM76,25.648316899094546
LOGNORM77,13.728712039097116
LOGNORM78,16.87107805392598
LOGNORM79,60.40136770006149
LOGNORM80,7.940684109134636
LOGNORM81,15.477113129027282
LOGNORM82,8.235244052213552
LOGNORM83,42.35522539361192
LOGNORM84,39.74856340877822
LOGNORM85,5.217267122855572
LOGNORM86,29.671382877761477
LOGNORM87,10.008622692318026
LOGNORM88,10.51972870509654
LOGNORM89,14.112697282762758
LOGNORM90,35.80768118556838
LOGNORM91,36.07403830916849
LOGNORM92,5.127757953751066
LOGNORM93,20.06327441151448
LOGNORM94,23.31243194736079
LOGNORM95,42.954891325122794
LOGNORM96,15.897129592600983
LOGNORM97,43.40295056080128
LOGNORM98,7.099006570893555
LOGNORM99,26.176227379561137
LOGNORM100,25.245588229393565
LOGNORM101,6.187624213869008
LOGNORM102,26.459143133524943
LOGNORM103,10.920080300941876
LOGNORM104,18.856390545535245
LOGNORM105,6.019053489364402
LOGNORM106,229.92394922924447
LOGNORM107,2.6771788866389437
LOGNORM108,50.4110876664408
LOGNORM109,92.70437166020439
LOGNORM110,20.93269705870119
LOGNORM111,12.452106188246745
LOGNORM112,68.41221806570802
LOGNORM113,35.68152658997208
LOGNORM114,198.4235370262187
LOGNORM115,34.37346456071173
LOGNORM116,94.13722910062606
LOGNORM117,15.28088102345349
LOGNORM118,8.405024307260247
LOGNORM119,18.17026775586603
LOGNORM120,28.953947425326337
LOGNORM121,7.814639760635349
LOGNORM122,9.581943628922687
LOGNORM123,62.80618642422677
LOGNORM124,14.823874538942885
LOGNORM125,21.451955412402956
LOGNORM126,77.8166178906722
LOGNORM127,73.40399903124072
LOGNORM128,18.8430525542022
LOGNORM129,93.99204978667238
LOGNORM130,24.34615714707113
LOGNORM131,31.605045528832594
LOGNORM132,29.39278111687102
LOGNORM133,24.63388012157687
LOGNORM134,488.92276552060656
LOGNORM135,23.51844237198389
LOGNORM136,9.313830523745446
LOGNORM137,18.269001865824322
LOGNORM138,42.07588446023542
LOGNORM139,16.647423938125172
LOGNORM140,68.19769599626645
LOGNORM141,9.774790633633183
LOGNORM142,37.549481001543384
LOGNORM143,9.118145626491298
LOGNORM144,5.238398078986078
LOGNORM145,44.474958312340114
LOGNORM146,23.047942841948018
LOGNORM147,24.32386285097172
LOGNORM148,9.948610571066068
LOGNORM149,4.427728403531435
LOGNORM150,131.59930051125795
LOGNORM151,15.900738195140756
LOGNORM152,22.013629781744346
LOGNORM153,2.5277698236412203
LOGNORM154,7.5569655393528095
LOGNORM155,15.838444619508486
LOGNORM156,3.1779438272661933
LOGNORM157,16.241045940090142
LOGNORM158,11.157503062535362
LOGNORM159,19.359498473586456
LOGNORM160,159.7336077161044
LOGNORM161,32.51267386169288
LOGNORM162,59.549146131858706
LOGNORM163,45.41457570933174
LOGNORM164,10.735843222524334
LOGNORM165,122.40691915362667
LOGNORM166,27.079591079744674
LOGNORM167,7.001845683953014
LOGNORM168,37.498221066154834
LOGNORM169,9.843984550036746
LOGNORM170,162.33000652580355
LOGNORM171,42.95446244727438
LOGNORM172,19.330523568665065
LOGNORM173,11.89049509196895
LOGNORM174,11.453282702070778
LOGNORM175,43.3272617607396
LOGNORM176,3.0559679452691624
LOGNORM177,55.30911202260604
LOGNORM178,18.720872471964544
LOGNORM179,30.64032045742678
LOGNORM180,103.56960675677195
LOGNORM181,2.666704248118993
LOGNORM182,61.202207383141236
LOGNORM183,20.023103205989848
LOGNORM184,125.73052208114487
LOGNORM185,6.647051966511343
LOGNORM186,14.404403255382157
LOGNORM187,28.055809253721428
LOGNORM188,26.07913037504175
LOGNORM189,3.5149192047358975
LOGNORM190,11.087676535156854
LOGNORM191,43.90119012771383
LOGNORM192,7.395369207228746
LOGNORM193,66.14939625544356
LOGNORM194,11.787554143506688
LOGNORM195,26.3725128682306
LOGNORM196,37.283091661398664
LOGNORM197,1.9668616433934691
LOGNORM198,46.578513136888546
LOGNORM199,5.039453118905021
LOGNORM200,14.51697262029567
LOGNORM201,88.06438268672585
LOGNORM202,37.96786761463089
LOGNORM203,132.87540558267227
LOGNORM204,59.071102240232946
LOGNORM205,18.690652310818468
LOGNORM206,26.479998837724356
LOGNORM207,10.627814786515966
LOGNORM208,133.79786993345425
LOGNORM209,28.377477625192604
LOGNORM210,15.075471611244424
LOGNORM211,11.389080872937967
