wert,name
4.474142047080842,LOGNORM0
21.943937608189582,LOGNORM1
16.151109416384468,LOGNORM2
5.593215843593866,LOGNORM3
12.415672313247955,LOGNORM4
37.01525895855873,LOGNORM5
8.154645150391175,LOGNORM6
259.5571323519633,LOGNORM7
30.007332373578,LOGNORM8
8.770871760081487,LOGNORM9
14.428450341072413,LOGNORM10
14.30814592010138,LOGNORM11
9.488386652987462,LOGNORM12
51.6077821925963,LOGNORM13
11.240472882954835,LOGNORM14
5.4309885722932805,LOGNORM15
38.41370768116801,LOGNORM16
28.285713115719172,LOGNORM17
45.89245304274547,LOGNORM18
17.768402954483395,LOGNORM19
5.639809189502056,LOGNORM20
29.75946374349554,LOGNORM21
24.720912806052088,LOGNORM22
14.442946338280086,LOGNORM23
