name,wert
NORMAL0,0.8122848459213625
NORMAL1,0.08255668639102243
NORMAL2,0.8421277979478136
NORMAL3,0.1834566900956346
NORMAL4,0.1897659561884023
NORMAL5,0.5955953563164547
NORMAL6,0.809485654618263
NORMAL7,0.21028803958638353
NORMAL8,0.6726692987986921
NORMAL9,0.8549693318966277
NORMAL10,0.021559916669383505
NORMAL11,0.5478913661603977
NORMAL12,0.18790473109708372
NORMAL13,0.9290479462548374
NORMAL14,0.3792308493138292
NORMAL15,0.04803478428798147
NORMAL16,0.6438418458476297
NORMAL17,0.21516811077962372
NORMAL18,0.4644861744927462
NORMAL19,0.5558100900199447
NORMAL20,0.8004305812657238
NORMAL21,0.8859417786030448
NORMAL22,0.06934265104897586
NORMAL23,0.30410304602626015
NORMAL24,0.2715397729798418
NORMAL25,0.9089310452532098
NORMAL26,0.014342878629345579
NORMAL27,0.3388395612418065
NORMAL28,0.8337090600335951
NORMAL29,0.8534806409783254
NORMAL30,0.20565022282567647
NORMAL31,0.8481439971141558
NORMAL32,0.8867886069037383
NORMAL33,0.3491778644787332
NORMAL34,0.9867493689701478
NORMAL35,0.7391962841480535
NORMAL36,0.619880383732419
NORMAL37,0.479183108638791
NORMAL38,0.07550542596358378
NORMAL39,0.5875087145537736
NORMAL40,0.8520214347400552
NORMAL41,0.6272601166235667
NORMAL42,0.7934827959979887
NORMAL43,0.30707284174599503
NORMAL44,0.5796419541011067
NORMAL45,0.49513740684845486
NORMAL46,0.3622863608428135
NORMAL47,0.11674762955800189
NORMAL48,0.023632254178577616
NORMAL49,0.2432639889975643
NORMAL50,0.8164198294313862
NORMAL51,0.7925839827830247
NORMAL52,0.6776700011677029
NORMAL53,0.401519090959497
NORMAL54,0.139953946647965
NORMAL55,0.2838214487624108
NORMAL56,0.49412679814766736
NORMAL57,0.005232651254509446
NORMAL58,0.9062373229040115
NORMAL59,0.711592671681793
NORMAL60,0.4430313026164552
NORMAL61,0.6862174578731867
NORMAL62,0.9303216622125804
NORMAL63,0.03087278536669802
NORMAL64,0.7552356052011648
NORMAL65,0.4165170433412445
NORMAL66,0.41882470701882357
NORMAL67,0.3283509955116586
NORMAL68,0.9694767057992301
NORMAL69,0.8775143384473961
NORMAL70,0.5195391422981593
NORMAL71,0.10499988849654773
NORMAL72,0.5891210817644584
NORMAL73,0.9782751573509078
NORMAL74,0.6921858117338187
