name,wert
BETA0,0.16880016664024436
BETA1,0.9070392402270632
BETA2,0.36138570267265063
BETA3,0.45533213950368384
BETA4,0.3047229562390383
BETA5,0.5463005026012279
BETA6,0.3906850496480949
BETA7,0.0404709420889739
BETA8,0.5462004007780332
BETA9,0.23504201201522212
BETA10,0.0601678314885105
BETA11,0.44380650523447907
BETA12,0.27798498886231704
BETA13,0.2437023407444833
BETA14,0.29527444881810877
BETA15,0.07830063406937567
BETA16,0.20097124409947445
BETA17,0.33959605048742586
BETA18,0.6296384018447957
BETA19,0.18574091523967454
